drug_id,prot_id,label,prot_domain
53947,262,0,virus
32772,18,0,virus
32773,18,0,virus
40771,189,1,virus
10882,56,1,virus
52277,262,1,virus
5149,24,1,virus
20976,130,1,virus
12627,16,0,virus
10167,189,1,virus
29462,43,0,virus
40574,189,1,virus
20811,2,1,virus
2709,139,1,virus
35206,172,1,virus
12414,4,0,virus
8043,191,1,virus
21568,2,1,virus
29893,21,0,virus
38669,23,1,virus
16650,16,1,virus
25899,222,0,virus
12850,16,0,virus
23367,126,1,virus
52319,159,1,virus
54069,262,0,virus
13519,16,0,virus
14340,18,0,virus
4207,54,1,virus
16123,17,0,virus
31774,2,1,virus
49770,41,0,virus
38618,24,1,virus
45062,242,1,virus
34302,43,1,virus
15630,102,0,virus
850,8,1,virus
31274,21,1,virus
31980,21,0,virus
36389,24,1,virus
41445,6,0,virus
36112,24,1,virus
44244,240,1,virus
29926,21,0,virus
54206,262,0,virus
52389,159,1,virus
37138,189,1,virus
54730,2,1,virus
138,9,1,virus
31639,18,0,virus
37566,24,1,virus
25269,9,1,virus
6834,24,1,virus
23243,135,0,virus
40158,189,1,virus
1290,15,1,virus
13547,0,0,virus
13534,2,0,virus
47191,43,0,virus
15476,103,0,virus
13448,222,1,virus
14662,0,0,virus
8525,16,1,virus
38670,180,1,virus
52540,43,1,virus
22435,168,0,virus
46070,255,1,virus
39267,24,1,virus
38657,180,1,virus
45056,136,1,virus
37224,54,0,virus
14585,18,0,virus
30408,21,0,virus
9983,16,0,virus
23257,135,0,virus
8868,24,0,virus
2564,52,0,virus
36363,24,1,virus
52365,59,1,virus
45657,64,1,virus
227,22,1,virus
37735,24,1,virus
47279,43,0,virus
11637,168,1,virus
32990,18,0,virus
14528,0,0,virus
4533,48,1,virus
33501,18,0,virus
38591,189,1,virus
34259,18,0,virus
16811,14,0,virus
29508,43,1,virus
23849,136,1,virus
2455,48,1,virus
26239,2,0,virus
6834,189,1,virus
14560,2,0,virus
37007,189,1,virus
29895,21,0,virus
12092,16,0,virus
30418,18,0,virus
45644,64,1,virus
2671,189,1,virus
47293,43,0,virus
32997,21,0,virus
7052,9,1,virus
20801,222,1,virus
36625,24,1,virus
23668,136,1,virus
25060,54,1,virus
32986,18,0,virus
31852,18,0,virus
25184,20,1,virus
40000,184,0,virus
8102,191,1,virus
8068,2,1,virus
26098,22,1,virus
38617,189,1,virus
27465,2,1,virus
21067,16,1,virus
35946,24,1,virus
3902,2,1,virus
995,34,1,virus
40893,135,1,virus
32592,166,0,virus
54346,43,1,virus
2964,183,1,virus
6136,24,0,virus
33604,18,0,virus
12019,2,1,virus
33825,18,0,virus
31905,16,1,virus
25025,100,1,virus
33719,166,0,virus
22829,23,1,virus
29539,18,0,virus
25776,153,0,virus
22990,22,1,virus
34850,16,1,virus
53825,262,0,virus
27761,102,0,virus
31656,18,0,virus
23215,4,0,virus
4582,48,1,virus
47106,43,0,virus
22765,168,0,virus
14287,186,0,virus
11336,220,1,virus
27738,2,1,virus
4504,61,0,virus
17520,103,0,virus
49906,64,1,virus
4067,222,1,virus
776,23,1,virus
25481,16,0,virus
39734,23,1,virus
17066,18,0,virus
21335,2,0,virus
9392,16,0,virus
18664,2,0,virus
45781,191,1,virus
36905,2,1,virus
1283,34,0,virus
37626,18,0,virus
29810,21,1,virus
52051,262,1,virus
45717,64,1,virus
48500,237,1,virus
6429,43,0,virus
19834,95,0,virus
51762,262,1,virus
8488,28,1,virus
48852,160,0,virus
7475,24,0,virus
16106,17,0,virus
25932,145,0,virus
43358,239,1,virus
45853,191,1,virus
38283,6,1,virus
28774,21,0,virus
13793,168,0,virus
50207,155,1,virus
35824,40,1,virus
37766,24,1,virus
31054,24,1,virus
48728,43,1,virus
52157,262,1,virus
19984,10,0,virus
5965,24,1,virus
34093,18,0,virus
33720,21,1,virus
20042,59,0,virus
44564,239,1,virus
54857,6,1,virus
11812,2,0,virus
31563,18,0,virus
31344,43,0,virus
35289,24,1,virus
25059,100,1,virus
39066,222,1,virus
12304,20,1,virus
37137,189,1,virus
33717,167,0,virus
27349,56,0,virus
31054,20,1,virus
26138,43,0,virus
33037,18,0,virus
17216,220,1,virus
33763,21,1,virus
25718,222,1,virus
51903,262,1,virus
3469,18,0,virus
22786,2,0,virus
8295,77,0,virus
36036,24,1,virus
13153,74,0,virus
27138,24,1,virus
778,56,1,virus
2435,3,0,virus
6413,2,1,virus
23134,54,0,virus
14735,14,0,virus
45189,59,1,virus
31272,18,0,virus
778,23,1,virus
5133,24,1,virus
39860,16,1,virus
23159,54,0,virus
45011,189,1,virus
54280,43,1,virus
33466,18,0,virus
43342,6,1,virus
2550,47,0,virus
34086,21,0,virus
1423,2,0,virus
17604,103,0,virus
14268,103,0,virus
28628,43,0,virus
13338,220,1,virus
46222,43,1,virus
33723,164,0,virus
3159,24,1,virus
33320,21,0,virus
7950,9,1,virus
13992,16,0,virus
24073,55,0,virus
26468,43,0,virus
39062,2,1,virus
1388,9,0,virus
38627,189,1,virus
12326,20,0,virus
27124,24,1,virus
51166,262,0,virus
2709,6,1,virus
20453,9,0,virus
11435,9,1,virus
54204,262,0,virus
21055,5,0,virus
388,100,0,virus
36658,135,1,virus
39199,22,1,virus
39552,20,1,virus
23240,135,1,virus
34199,9,0,virus
2963,24,0,virus
1397,9,0,virus
31131,18,0,virus
5170,24,1,virus
2671,190,1,virus
14388,103,0,virus
29179,18,0,virus
27886,43,1,virus
20183,20,0,virus
11465,24,1,virus
50446,43,0,virus
12338,222,0,virus
16939,104,0,virus
33468,18,0,virus
8518,42,0,virus
37599,24,1,virus
38877,20,1,virus
45096,136,1,virus
52386,250,1,virus
44076,34,1,virus
28783,59,0,virus
15605,2,0,virus
7353,45,0,virus
39323,59,1,virus
36037,24,1,virus
27512,2,1,virus
7252,189,1,virus
48263,59,0,virus
8945,16,0,virus
31173,21,0,virus
26013,2,1,virus
42911,225,1,virus
30025,30,1,virus
23702,54,1,virus
22840,42,1,virus
38770,10,0,virus
31149,43,1,virus
32779,21,0,virus
51993,262,1,virus
32586,43,1,virus
52077,262,1,virus
15297,103,0,virus
32958,18,0,virus
45107,136,1,virus
40278,189,1,virus
26958,34,1,virus
15844,222,1,virus
5836,16,0,virus
37731,24,1,virus
3278,24,1,virus
2309,0,0,virus
25809,16,1,virus
38442,24,1,virus
39966,262,1,virus
506,25,1,virus
26242,2,0,virus
5185,24,1,virus
4781,222,0,virus
47352,43,0,virus
12081,168,0,virus
4567,25,1,virus
35716,24,1,virus
22289,16,1,virus
27918,43,0,virus
31045,24,1,virus
4300,48,1,virus
45426,41,0,virus
45660,64,1,virus
18222,168,0,virus
52254,262,1,virus
18040,5,0,virus
21152,14,0,virus
26021,2,1,virus
45661,191,1,virus
39035,2,1,virus
22512,5,0,virus
3374,6,1,virus
47573,43,0,virus
43543,162,1,virus
16798,14,0,virus
37605,22,1,virus
39531,43,1,virus
33670,18,0,virus
25939,145,0,virus
50228,155,1,virus
37999,6,1,virus
22928,23,1,virus
24396,138,0,virus
22949,224,1,virus
4066,56,1,virus
11728,222,0,virus
21169,5,0,virus
33995,43,0,virus
21200,222,1,virus
19417,168,1,virus
24377,55,0,virus
28713,58,1,virus
25456,2,1,virus
5503,9,0,virus
22995,22,1,virus
16424,14,0,virus
47887,43,0,virus
2532,4,1,virus
13858,16,1,virus
31892,18,0,virus
10724,2,1,virus
11374,2,1,virus
16550,102,0,virus
10297,9,0,virus
14998,2,0,virus
32814,21,0,virus
24116,20,1,virus
19567,16,1,virus
34712,18,0,virus
30436,18,0,virus
37951,24,1,virus
24426,16,0,virus
23014,54,1,virus
20492,5,0,virus
36820,6,1,virus
11947,2,0,virus
28239,91,0,virus
31619,18,0,virus
51937,262,1,virus
35353,43,1,virus
9232,135,1,virus
43772,239,1,virus
36200,24,1,virus
18939,18,0,virus
40779,135,1,virus
38062,183,1,virus
2450,2,0,virus
53844,262,0,virus
15424,102,0,virus
764,9,1,virus
10944,189,1,virus
34416,21,0,virus
18204,18,0,virus
30788,21,0,virus
17867,103,0,virus
32341,18,0,virus
29440,21,0,virus
53857,262,0,virus
2527,4,1,virus
5968,189,1,virus
25649,16,0,virus
17537,222,0,virus
235,22,1,virus
9514,16,0,virus
52063,262,1,virus
28866,18,0,virus
35894,19,0,virus
48981,261,1,virus
45093,242,1,virus
9777,6,1,virus
19781,64,0,virus
13633,220,1,virus
22959,22,1,virus
13953,16,0,virus
46971,43,0,virus
1643,183,1,virus
7661,3,0,virus
14062,16,0,virus
54811,6,1,virus
27136,24,1,virus
28443,43,0,virus
17203,222,1,virus
49878,64,1,virus
22967,22,1,virus
26955,43,0,virus
51982,262,1,virus
31462,18,0,virus
1594,5,0,virus
54453,16,0,virus
3741,2,1,virus
28691,167,0,virus
33002,18,0,virus
31464,18,0,virus
32303,21,0,virus
11959,168,1,virus
1360,22,1,virus
37695,189,1,virus
32431,21,0,virus
1332,15,1,virus
45833,64,1,virus
23710,136,1,virus
38651,20,1,virus
35422,24,1,virus
11813,236,1,virus
45823,191,1,virus
14879,18,0,virus
21164,5,0,virus
52366,159,1,virus
40110,188,1,virus
6510,13,1,virus
31448,43,0,virus
40561,189,1,virus
30685,21,0,virus
24797,10,0,virus
2769,24,1,virus
52192,262,1,virus
16903,103,0,virus
7715,189,1,virus
43020,233,0,virus
39590,20,1,virus
14365,5,0,virus
21613,14,0,virus
23012,224,1,virus
34264,21,0,virus
766,9,1,virus
23059,23,1,virus
41388,6,0,virus
40240,189,1,virus
2671,189,1,virus
30747,18,0,virus
23515,23,1,virus
38829,20,0,virus
33680,164,0,virus
40103,135,0,virus
14932,18,0,virus
8738,2,0,virus
12140,16,0,virus
17399,186,0,virus
23,2,1,virus
24564,16,0,virus
13644,16,0,virus
13414,168,0,virus
8957,6,1,virus
12492,95,0,virus
2275,2,1,virus
13119,2,0,virus
37877,24,1,virus
34934,16,1,virus
43057,6,0,virus
8609,56,1,virus
46007,256,1,virus
22178,14,0,virus
3422,3,0,virus
6383,2,0,virus
8488,73,1,virus
23009,54,1,virus
5950,24,1,virus
14621,0,0,virus
15360,222,0,virus
34167,18,0,virus
45057,136,1,virus
6346,43,0,virus
31501,165,0,virus
32824,21,0,virus
47224,43,0,virus
25988,2,1,virus
43604,162,1,virus
1608,0,0,virus
31646,21,0,virus
1985,15,1,virus
26075,145,0,virus
805,9,1,virus
3630,4,1,virus
37584,24,1,virus
41349,205,0,virus
16513,16,0,virus
38358,215,1,virus
5629,54,1,virus
14078,41,0,virus
37705,24,1,virus
52843,43,1,virus
50212,155,1,virus
10434,9,1,virus
1385,59,0,virus
36014,189,1,virus
23099,55,0,virus
22957,54,1,virus
45406,59,0,virus
17869,18,0,virus
38685,180,1,virus
7585,42,0,virus
33246,262,0,virus
15193,103,0,virus
15794,103,0,virus
25514,222,1,virus
181,135,1,virus
26160,2,0,virus
22820,20,0,virus
29449,21,0,virus
5033,2,1,virus
33044,164,0,virus
30526,21,0,virus
9825,6,1,virus
828,9,1,virus
54154,262,0,virus
40930,59,0,virus
14155,222,0,virus
2010,43,0,virus
20664,126,0,virus
32544,18,0,virus
37411,189,1,virus
9894,74,0,virus
940,8,1,virus
