drug_id,prot_id,label,prot_domain
615,21,-1,virus
616,1,1,virus
617,9,0,virus
618,31,-1,virus
618,15,1,virus
619,31,-1,virus
619,15,1,virus
620,31,-1,virus
620,15,1,virus
621,31,-1,virus
621,15,1,virus
622,31,-1,virus
622,15,1,virus
623,31,-1,virus
623,15,1,virus
624,31,-1,virus
624,15,1,virus
625,8,1,virus
626,8,1,virus
627,8,1,virus
628,32,1,virus
628,8,1,virus
629,2,1,virus
630,2,0,virus
631,2,-1,virus
632,2,0,virus
633,2,0,virus
634,2,0,virus
635,2,0,virus
636,2,0,virus
637,2,0,virus
638,2,0,virus
639,2,-1,virus
640,2,0,virus
641,2,-1,virus
642,2,1,virus
643,2,-1,virus
644,2,-1,virus
645,2,1,virus
646,2,1,virus
647,2,1,virus
648,2,-1,virus
649,2,-1,virus
650,2,-1,virus
651,2,-1,virus
652,2,1,virus
653,2,1,virus
654,2,1,virus
655,2,1,virus
656,2,1,virus
657,2,1,virus
658,2,1,virus
659,2,-1,virus
660,2,-1,virus
661,2,1,virus
662,2,-1,virus
663,2,-1,virus
664,2,-1,virus
665,2,-1,virus
666,2,-1,virus
667,2,-1,virus
668,2,-1,virus
669,2,-1,virus
670,2,1,virus
671,2,1,virus
672,2,1,virus
673,2,1,virus
674,2,1,virus
675,2,1,virus
676,2,-1,virus
677,2,-1,virus
678,28,-1,virus
679,2,-1,virus
680,0,0,virus
681,2,1,virus
682,28,-1,virus
683,2,-1,virus
684,2,0,virus
685,2,0,virus
686,5,-1,virus
687,2,-1,virus
688,29,-1,virus
689,2,-1,virus
690,12,-1,virus
691,29,-1,virus
692,0,0,virus
693,29,-1,virus
694,0,0,virus
695,0,0,virus
696,8,1,virus
697,9,1,virus
698,9,1,virus
699,9,1,virus
700,9,1,virus
701,9,1,virus
702,8,1,virus
703,8,-1,virus
704,9,-1,virus
705,5,0,virus
706,8,1,virus
707,8,1,virus
708,2,1,virus
709,33,0,virus
710,9,-1,virus
711,9,-1,virus
712,9,-1,virus
713,9,-1,virus
714,16,1,virus
715,16,1,virus
716,0,0,virus
717,15,1,virus
718,8,1,virus
719,0,0,virus
720,0,0,virus
721,0,0,virus
722,0,-1,virus
723,0,0,virus
724,0,0,virus
725,0,0,virus
726,0,0,virus
727,2,0,virus
728,8,-1,virus
728,9,-1,virus
729,0,0,virus
730,0,0,virus
731,17,0,virus
732,15,1,virus
733,15,-1,virus
734,25,-1,virus
735,8,1,virus
736,8,1,virus
737,25,-1,virus
738,0,-1,virus
739,15,1,virus
740,0,0,virus
741,25,0,virus
742,8,-1,virus
743,8,-1,virus
744,8,-1,virus
744,9,-1,virus
745,8,-1,virus
745,9,-1,virus
746,9,1,virus
747,9,1,virus
748,9,-1,virus
749,9,-1,virus
750,9,1,virus
751,9,1,virus
752,9,1,virus
753,9,-1,virus
754,9,1,virus
755,9,1,virus
756,9,1,virus
757,9,1,virus
758,9,1,virus
759,9,1,virus
760,9,1,virus
761,9,1,virus
762,9,1,virus
763,9,1,virus
764,9,1,virus
765,9,1,virus
766,9,1,virus
767,9,1,virus
768,9,1,virus
769,9,1,virus
770,9,1,virus
771,9,1,virus
772,9,1,virus
773,9,1,virus
774,9,1,virus
775,9,1,virus
776,9,1,virus
777,9,1,virus
778,9,1,virus
779,9,1,virus
780,9,1,virus
781,9,1,virus
782,9,1,virus
783,9,1,virus
784,9,1,virus
785,9,1,virus
786,9,1,virus
787,9,-1,virus
788,9,1,virus
789,9,-1,virus
790,9,1,virus
791,9,1,virus
792,8,1,virus
792,9,-1,virus
793,9,1,virus
794,9,1,virus
795,9,1,virus
796,9,1,virus
797,9,1,virus
798,9,1,virus
799,9,1,virus
800,9,-1,virus
801,9,-1,virus
802,9,1,virus
803,9,-1,virus
804,9,-1,virus
805,9,1,virus
806,9,-1,virus
807,9,-1,virus
808,8,-1,virus
808,9,1,virus
809,8,1,virus
809,9,1,virus
810,8,1,virus
810,9,1,virus
811,8,-1,virus
811,9,1,virus
812,8,1,virus
812,9,1,virus
813,8,1,virus
813,9,1,virus
814,8,-1,virus
814,9,1,virus
815,8,1,virus
815,9,1,virus
816,8,1,virus
816,9,1,virus
817,8,1,virus
817,9,1,virus
818,8,-1,virus
818,9,1,virus
819,8,1,virus
819,9,1,virus
820,8,1,virus
820,9,1,virus
821,8,1,virus
821,9,1,virus
822,8,1,virus
822,9,1,virus
823,8,1,virus
823,9,1,virus
824,8,1,virus
824,9,1,virus
825,8,-1,virus
825,9,-1,virus
826,8,-1,virus
826,9,1,virus
827,8,1,virus
827,9,1,virus
828,9,1,virus
829,9,1,virus
830,8,-1,virus
830,9,-1,virus
831,8,-1,virus
832,8,-1,virus
832,9,1,virus
833,8,1,virus
833,9,1,virus
834,9,-1,virus
835,9,-1,virus
836,8,1,virus
836,9,1,virus
837,8,-1,virus
837,9,1,virus
838,8,-1,virus
838,9,-1,virus
839,8,-1,virus
839,9,-1,virus
840,8,-1,virus
840,9,-1,virus
841,8,-1,virus
841,9,-1,virus
842,8,-1,virus
842,9,-1,virus
843,8,-1,virus
843,9,1,virus
844,8,1,virus
844,9,1,virus
845,8,-1,virus
845,9,1,virus
846,8,1,virus
846,9,1,virus
847,8,1,virus
847,9,1,virus
848,8,-1,virus
848,9,1,virus
849,8,1,virus
849,9,1,virus
850,8,1,virus
850,9,1,virus
851,8,1,virus
851,9,1,virus
852,8,1,virus
852,9,1,virus
853,8,1,virus
853,9,1,virus
854,8,1,virus
854,9,1,virus
855,8,1,virus
855,9,1,virus
856,8,1,virus
856,9,1,virus
857,8,-1,virus
857,9,-1,virus
858,9,1,virus
859,8,1,virus
859,9,1,virus
860,8,-1,virus
860,9,1,virus
861,8,1,virus
861,9,1,virus
862,8,1,virus
862,9,1,virus
863,8,-1,virus
864,16,1,virus
865,0,0,virus
866,2,0,virus
867,15,1,virus
868,15,-1,virus
869,2,-1,virus
870,2,-1,virus
871,0,0,virus
872,1,0,virus
873,1,0,virus
874,17,0,virus
875,2,-1,virus
876,2,-1,virus
877,25,-1,virus
878,25,-1,virus
879,25,1,virus
880,25,1,virus
881,25,1,virus
882,25,1,virus
883,25,1,virus
884,25,1,virus
885,25,1,virus
886,25,1,virus
887,8,1,virus
888,2,-1,virus
889,2,0,virus
890,2,0,virus
891,13,1,virus
892,8,1,virus
893,8,1,virus
894,8,1,virus
895,8,1,virus
896,8,1,virus
897,8,1,virus
898,8,1,virus
899,8,1,virus
900,8,1,virus
901,8,1,virus
902,8,-1,virus
903,8,1,virus
904,8,1,virus
905,8,1,virus
906,8,1,virus
907,8,0,virus
908,8,1,virus
909,8,1,virus
910,8,1,virus
911,8,-1,virus
912,8,-1,virus
913,8,1,virus
914,8,1,virus
915,8,1,virus
916,8,1,virus
917,8,1,virus
918,8,1,virus
919,8,1,virus
920,8,1,virus
921,8,1,virus
922,8,1,virus
923,8,1,virus
924,8,1,virus
925,8,1,virus
926,32,1,virus
926,34,1,virus
927,32,1,virus
927,8,1,virus
928,32,1,virus
928,8,1,virus
929,8,1,virus
930,34,1,virus
930,8,1,virus
931,8,1,virus
932,8,1,virus
933,8,1,virus
934,8,1,virus
935,8,1,virus
936,8,1,virus
937,8,1,virus
938,8,1,virus
939,8,1,virus
940,8,1,virus
941,8,1,virus
942,8,1,virus
943,8,1,virus
944,34,1,virus
944,8,1,virus
945,8,1,virus
946,8,1,virus
947,34,1,virus
947,8,1,virus
948,34,1,virus
948,8,1,virus
949,8,1,virus
950,8,1,virus
951,34,1,virus
951,8,1,virus
952,34,1,virus
952,8,1,virus
953,34,1,virus
953,8,1,virus
954,34,1,virus
954,8,1,virus
955,34,1,virus
955,8,1,virus
956,34,1,virus
956,8,1,virus
957,34,1,virus
957,8,1,virus
958,34,1,virus
958,8,1,virus
959,34,1,virus
959,8,1,virus
960,34,1,virus
960,8,1,virus
961,34,1,virus
961,8,1,virus
962,34,1,virus
962,8,1,virus
963,34,1,virus
963,8,1,virus
964,34,1,virus
964,8,1,virus
965,8,1,virus
966,8,1,virus
967,8,-1,virus
968,8,1,virus
969,8,-1,virus
970,8,1,virus
971,8,1,virus
972,8,1,virus
973,8,1,virus
974,8,1,virus
975,8,1,virus
976,8,1,virus
977,8,1,virus
978,8,1,virus
979,8,1,virus
980,8,1,virus
981,8,1,virus
982,8,1,virus
983,8,1,virus
984,8,1,virus
985,8,1,virus
986,8,1,virus
987,8,1,virus
988,8,1,virus
989,8,1,virus
990,8,1,virus
991,8,1,virus
992,8,-1,virus
993,8,1,virus
994,8,1,virus
995,8,1,virus
996,8,1,virus
997,8,1,virus
998,8,1,virus
999,8,1,virus
1000,8,1,virus
1001,8,1,virus
1002,8,-1,virus
1003,8,1,virus
1004,8,1,virus
1005,8,1,virus
1006,8,1,virus
1007,8,1,virus
1008,8,1,virus
1009,8,1,virus
1010,8,1,virus
1011,8,1,virus
1012,8,1,virus
1013,8,1,virus
1014,8,1,virus
1015,8,1,virus
1016,8,1,virus
1017,8,1,virus
1018,8,1,virus
1019,8,1,virus
1020,8,1,virus
1021,8,1,virus
1022,8,1,virus
1023,8,1,virus
1024,8,1,virus
1025,8,1,virus
1026,8,-1,virus
1027,8,1,virus
1028,8,1,virus
1029,8,1,virus
1030,8,1,virus
1031,8,1,virus
1032,8,1,virus
1033,8,1,virus
1034,8,1,virus
1035,8,1,virus
1036,8,1,virus
1037,8,1,virus
1038,8,-1,virus
1039,8,1,virus
1040,8,1,virus
1041,8,1,virus
1042,8,1,virus
1043,8,1,virus
1044,8,1,virus
1045,8,1,virus
1046,8,1,virus
1047,8,1,virus
1048,8,1,virus
1049,8,1,virus
1050,8,1,virus
1051,8,1,virus
1052,8,1,virus
1053,8,1,virus
1054,8,-1,virus
1055,8,1,virus
1056,8,1,virus
1057,8,1,virus
1058,8,1,virus
1059,8,1,virus
1060,8,1,virus
1061,8,1,virus
1062,8,1,virus
1063,8,1,virus
1064,8,1,virus
1065,8,1,virus
1066,8,1,virus
1067,8,1,virus
1068,8,1,virus
1069,8,1,virus
1070,8,1,virus
1071,8,1,virus
1072,8,1,virus
1073,8,1,virus
1074,8,1,virus
1075,8,1,virus
1076,8,1,virus
1077,8,1,virus
1078,8,1,virus
1079,20,1,virus
1080,20,1,virus
1081,20,1,virus
1082,8,1,virus
1083,8,1,virus
1084,8,1,virus
1085,8,1,virus
1086,8,1,virus
1087,8,1,virus
1088,8,1,virus
1089,8,1,virus
1090,8,1,virus
1091,8,1,virus
1092,8,1,virus
1093,8,1,virus
1094,8,1,virus
1095,8,1,virus
1096,8,1,virus
1097,8,-1,virus
1098,8,1,virus
1099,8,1,virus
1100,8,1,virus
1101,8,1,virus
1102,8,1,virus
1103,3,-1,virus
1103,4,1,virus
1104,9,0,virus
1105,9,0,virus
1106,9,0,virus
1107,9,0,virus
1108,9,-1,virus
1109,9,-1,virus
1110,9,0,virus
1111,9,0,virus
1112,9,0,virus
1113,9,0,virus
1114,9,0,virus
1115,35,-1,virus
1116,2,1,virus
1117,2,1,virus
1118,5,0,virus
1119,5,0,virus
1120,2,-1,virus
1121,17,0,virus
1122,17,0,virus
1123,17,-1,virus
1124,0,-1,virus
1125,8,1,virus
1126,8,1,virus
1127,8,1,virus
1128,25,-1,virus
1129,9,-1,virus
1130,9,-1,virus
1131,9,-1,virus
1132,0,0,virus
1133,8,1,virus
1134,0,0,virus
1135,2,1,virus
1136,15,1,virus
1137,2,0,virus
1138,2,-1,virus
1139,8,1,virus
1140,2,1,virus
1141,8,1,virus
1142,8,1,virus
1143,8,1,virus
1144,8,1,virus
1145,8,1,virus
1146,8,1,virus
1147,8,1,virus
1148,8,1,virus
1149,8,1,virus
1150,8,1,virus
1151,8,1,virus
1152,9,0,virus
1153,9,-1,virus
1154,9,-1,virus
1155,9,0,virus
1156,9,0,virus
1157,9,0,virus
1158,9,-1,virus
1159,9,0,virus
1160,9,0,virus
1161,9,-1,virus
1162,9,0,virus
1163,9,1,virus
1164,2,-1,virus
1165,2,-1,virus
1166,8,1,virus
1166,9,1,virus
1167,2,-1,virus
1168,2,1,virus
1169,21,0,virus
1170,9,0,virus
1171,9,-1,virus
1172,13,1,virus
1173,2,1,virus
1174,2,1,virus
1175,2,-1,virus
1176,9,0,virus
1177,9,0,virus
1178,9,0,virus
1179,9,1,virus
1180,10,0,virus
1181,10,-1,virus
1182,0,-1,virus
1183,0,-1,virus
1184,0,0,virus
1185,0,-1,virus
1186,0,-1,virus
1187,0,-1,virus
1188,0,0,virus
1189,2,1,virus
1190,2,-1,virus
1191,24,1,virus
1192,0,0,virus
1193,0,-1,virus
1194,2,0,virus
1195,0,0,virus
1196,2,-1,virus
1197,0,-1,virus
1198,0,0,virus
1199,2,-1,virus
1200,0,0,virus
1201,13,1,virus
1202,13,1,virus
1203,13,1,virus
1204,13,1,virus
1205,13,1,virus
1206,13,1,virus
1207,16,-1,virus
1208,16,-1,virus
1209,0,0,virus
1210,9,1,virus
1211,0,0,virus
1212,15,1,virus
1213,15,1,virus
1214,15,1,virus
1215,15,1,virus
1216,15,1,virus
1217,9,1,virus
1218,17,-1,virus
1219,36,-1,virus
1220,27,0,virus
1221,17,0,virus
1222,2,0,virus
1223,0,0,virus
1224,0,0,virus
1225,0,0,virus
1226,0,0,virus
1227,0,0,virus
1228,0,0,virus
1229,0,0,virus
1230,0,0,virus
1231,0,0,virus
1232,0,0,virus
1233,5,0,virus
1234,19,0,virus
1235,19,-1,virus
1236,2,0,virus
1237,2,-1,virus
1238,2,0,virus
1239,2,-1,virus
1240,9,-1,virus
1241,9,-1,virus
1242,17,0,virus
1243,15,1,virus
1244,37,0,virus
1245,2,1,virus
1246,2,-1,virus
1247,13,-1,virus
1248,13,-1,virus
1249,15,-1,virus
1250,16,-1,virus
1251,22,1,virus
1251,23,1,virus
1252,22,1,virus
1252,23,1,virus
1253,0,0,virus
1254,9,1,virus
1255,0,0,virus
1256,18,-1,virus
1257,2,0,virus
1258,2,-1,virus
1259,2,-1,virus
1260,5,0,virus
1261,9,-1,virus
1262,2,0,virus
1263,2,1,virus
1264,20,1,virus
1265,20,-1,virus
1266,20,1,virus
1267,16,-1,virus
1268,2,-1,virus
1269,2,0,virus
1270,5,-1,virus
1271,2,0,virus
1272,0,-1,virus
1273,13,1,virus
1274,2,0,virus
1275,9,0,virus
1276,9,0,virus
1277,9,0,virus
1278,9,-1,virus
1279,9,-1,virus
1280,9,-1,virus
1281,9,-1,virus
1282,9,0,virus
1283,9,0,virus
1284,9,0,virus
1285,9,0,virus
1286,9,-1,virus
1287,9,-1,virus
1288,9,-1,virus
1289,15,1,virus
1290,15,1,virus
1291,15,1,virus
1292,15,1,virus
1293,15,1,virus
1294,15,1,virus
1295,15,1,virus
1296,15,1,virus
1297,15,1,virus
1298,15,1,virus
1299,15,1,virus
1300,15,1,virus
1301,15,1,virus
1302,15,1,virus
1303,15,1,virus
1304,15,-1,virus
1305,15,-1,virus
1306,15,1,virus
1307,15,1,virus
1308,15,1,virus
1309,15,1,virus
1310,15,1,virus
1311,15,-1,virus
1312,15,0,virus
1313,15,1,virus
1314,15,-1,virus
1315,15,1,virus
1316,15,1,virus
1317,8,1,virus
1317,9,1,virus
1318,8,-1,virus
1318,9,-1,virus
1319,8,-1,virus
1320,8,-1,virus
